ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU
ASV_864,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,NA,ASV_864
ASV_865,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,ASV_865
ASV_866,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,NA,NA,ASV_866
ASV_867,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA,ASV_867
ASV_868,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,uncultured bacterium,ASV_868
ASV_869,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,NA,ASV_869
ASV_870,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,uous_taxa,ASV_870
ASV_871,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Patulibacter,uous_taxa,ASV_871
ASV_872,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,NA,ASV_872
ASV_873,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,uous_taxa,ASV_873
ASV_875,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA,ASV_875
ASV_876,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured bacterium,ASV_876
ASV_877,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,ASV_877
ASV_878,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus corynebacterioides,ASV_878
ASV_880,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales BS11 gut group,uncultured bacterium,uncultured bacterium,ASV_880
ASV_881,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,F082,uncultured bacterium,uncultured bacterium,ASV_881
ASV_882,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured Planctomycetales bacterium,ASV_882
ASV_883,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,metagenome,ASV_883
ASV_884,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,uncultured,uncultured rumen bacterium,ASV_884
ASV_885,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,NA,ASV_885
ASV_886,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Belnapia,uous_taxa,ASV_886
ASV_887,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,ASV_887
ASV_888,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA,ASV_888
ASV_889,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,NA,ASV_889
ASV_890,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA,ASV_890
ASV_891,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,ASV_891
ASV_893,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Domibacillus,uous_taxa,ASV_893
ASV_894,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,ASV_894
ASV_895,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,ASV_895
ASV_896,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,NA,NA,ASV_896
ASV_897,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales RF16 group,uncultured rumen bacterium,uncultured rumen bacterium,ASV_897
ASV_898,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae XPB1014 group,uncultured bacterium,ASV_898
ASV_899,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,NA,ASV_899
ASV_900,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA,ASV_900
ASV_901,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,ASV_901
ASV_902,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA,ASV_902
ASV_903,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA,ASV_903
ASV_904,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA,ASV_904
ASV_905,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,ASV_905
ASV_906,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,NA,ASV_906
ASV_907,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,ASV_907
ASV_908,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Anaerococcus,uncultured Anaerococcus sp.,ASV_908
ASV_909,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,NA,ASV_909
ASV_910,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,NA,ASV_910
ASV_911,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA,ASV_911
ASV_913,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,uncultured bacterium,ASV_913
ASV_914,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 12,Clostridium magnum,ASV_914
ASV_915,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,ASV_915
ASV_916,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA,ASV_916
ASV_917,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,XBB1006,uncultured rumen bacterium,ASV_917
ASV_918,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA,ASV_918
ASV_919,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,ASV_919
ASV_920,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA,ASV_920
ASV_921,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,uous_taxa,ASV_921
ASV_922,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA,ASV_922
ASV_923,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,NA,ASV_923
ASV_924,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,NA,ASV_924
ASV_925,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,uous_taxa,ASV_925
ASV_927,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 7,Prevotella melaninogenica,ASV_927
ASV_928,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA,ASV_928
ASV_929,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA,ASV_929
ASV_930,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,NA,ASV_930
ASV_931,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,NA,ASV_931
ASV_932,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,NA,ASV_932
ASV_933,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,F082,uncultured bacterium,uncultured bacterium,ASV_933
ASV_934,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,NA,ASV_934
ASV_935,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,uncultured bacterium,ASV_935
ASV_936,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,NA,ASV_936
ASV_937,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Thermosporothrix,uncultured bacterium,ASV_937
ASV_938,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas sacchari,ASV_938
ASV_940,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,NA,ASV_940
ASV_941,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA,ASV_941
ASV_942,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,uncultured bacterium,uncultured bacterium,ASV_942
ASV_943,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Saccharofermentans,uous_taxa,ASV_943
ASV_944,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,NA,ASV_944
ASV_945,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,uous_taxa,ASV_945
ASV_946,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pontibacillus,Thalassobacillus sp. S181,ASV_946
ASV_947,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,NA,NA,ASV_947
ASV_948,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA,NA,ASV_948
ASV_949,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,metagenome,ASV_949
ASV_950,Bacteria,Chloroflexi,KD4-96,uous_taxa,uous_taxa,uous_taxa,uous_taxa,ASV_950
ASV_952,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Catellatospora,uous_taxa,ASV_952
ASV_953,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,ASV_953
ASV_954,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA,ASV_954
ASV_955,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,NA,ASV_955
ASV_956,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,NA,ASV_956
ASV_957,Bacteria,Actinobacteria,Actinobacteria,Frankiales,uncultured,NA,NA,ASV_957
ASV_958,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Beutenbergiaceae,Salana,uous_taxa,ASV_958
ASV_959,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,ASV_959
ASV_960,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,NA,ASV_960
ASV_961,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,uous_taxa,ASV_961
ASV_962,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Cardinium,NA,ASV_962
ASV_963,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Azohydromonas,NA,ASV_963
ASV_964,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Tepidimonas,NA,ASV_964
ASV_965,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA,ASV_965
ASV_967,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,uous_taxa,uous_taxa,ASV_967
ASV_968,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA,ASV_968
ASV_969,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,NA,ASV_969
ASV_970,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA,ASV_970
ASV_971,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 1,uncultured Prevotellaceae bacterium,ASV_971
ASV_972,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema 2,NA,ASV_972
ASV_973,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,NA,ASV_973
ASV_974,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA,ASV_974
ASV_975,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,NA,ASV_975
ASV_976,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA,ASV_976
ASV_977,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas caeni,ASV_977
ASV_978,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Verrucomicrobium sp. IMCC25902,ASV_978
ASV_979,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,metagenome,ASV_979
ASV_983,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uous_taxa,uous_taxa,ASV_983
ASV_984,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,NA,NA,ASV_984
ASV_985,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,NA,NA,NA,ASV_985
ASV_987,Bacteria,Proteobacteria,NA,NA,NA,NA,NA,ASV_987
ASV_988,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae UCG-004,uncultured rumen bacterium,ASV_988
ASV_989,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales UCG-001,uncultured rumen bacterium,uncultured rumen bacterium,ASV_989
ASV_990,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,uncultured rumen bacterium,ASV_990
ASV_991,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,uncultured,gamma proteobacterium Y-134,ASV_991
ASV_992,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,uncultured,NA,ASV_992
ASV_993,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,NA,ASV_993
ASV_994,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus ginsengisoli,ASV_994
ASV_995,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV_995
ASV_996,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Planktothrix NIVA-CYA 15,uncultured soil bacterium,ASV_996
ASV_997,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_997
ASV_998,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaerovibrio,NA,ASV_998
ASV_999,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales vadinBB60 group,uncultured prokaryote,uncultured prokaryote,ASV_999
ASV_1000,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,uous_taxa,ASV_1000
ASV_1001,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,uncultured Lactobacillus sp.,ASV_1001
ASV_1002,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,NA,ASV_1002
ASV_1003,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,Bacteroidetes bacterium 47-18,ASV_1003
ASV_1004,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,uous_taxa,ASV_1004
ASV_1005,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,NA,ASV_1005
ASV_1006,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,ASV_1006
ASV_1007,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA,ASV_1007
ASV_1008,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flaviaesturariibacter,uncultured bacterium,ASV_1008
ASV_1009,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,uncultured,uous_taxa,ASV_1009
ASV_1010,Bacteria,Actinobacteria,Actinobacteria,Frankiales,uncultured,NA,NA,ASV_1010
ASV_1011,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,NA,ASV_1011
ASV_1012,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,ASV_1012
ASV_1013,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,NA,ASV_1013
ASV_1014,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA,ASV_1014
ASV_1015,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,ASV_1015
ASV_1016,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,NA,ASV_1016
ASV_1017,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta,ASV_1017
ASV_1018,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,NA,ASV_1018
ASV_1020,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,NA,NA,ASV_1020
ASV_1021,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 13,NA,ASV_1021
ASV_1022,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,NA,ASV_1022
ASV_1023,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,ASV_1023
ASV_1024,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia sp.,ASV_1024
ASV_1025,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,uncultured bacterium,ASV_1025
ASV_1026,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,uncultured bacterium,ASV_1026
ASV_1027,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae NK4A214 group,NA,ASV_1027
ASV_1028,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,uncultured bacterium,ASV_1028
ASV_1029,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA,ASV_1029
ASV_1030,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured Bacteroidales bacterium,uncultured Bacteroidales bacterium,ASV_1030
ASV_1031,Bacteria,Acidobacteria,Holophagae,Subgroup 7,uncultured Desulfuromonadales bacterium,uncultured Desulfuromonadales bacterium,uncultured Desulfuromonadales bacterium,ASV_1031
ASV_1032,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,NA,ASV_1032
ASV_1033,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV_1033
ASV_1034,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,uous_taxa,ASV_1034
ASV_1035,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,NA,ASV_1035
ASV_1036,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Persicitalea,Bacteroidetes bacterium,ASV_1036
ASV_1037,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,NA,ASV_1037
ASV_1038,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA,ASV_1038
ASV_1039,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella,uncultured bacterium,ASV_1039
ASV_1040,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Anaerococcus,uncultured bacterium,ASV_1040
ASV_1041,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA,ASV_1041
ASV_1042,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,ASV_1042
ASV_1043,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Parahymenobacter ocellatus,ASV_1043
ASV_1045,Bacteria,Acidobacteria,Subgroup 6,NA,NA,NA,NA,ASV_1045
ASV_1046,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV_1046
ASV_1047,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA,ASV_1047
ASV_1048,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA,NA,ASV_1048
ASV_1051,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,uous_taxa,ASV_1051
ASV_1052,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,NA,ASV_1052
ASV_1053,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA,ASV_1053
ASV_1054,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,uncultured,uous_taxa,ASV_1054
ASV_1055,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA,ASV_1055
ASV_1056,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,ASV_1056
ASV_1057,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_1057
ASV_1058,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA,ASV_1058
ASV_1060,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Arachidicoccus,NA,ASV_1060
ASV_1061,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema 2,Treponema sp. OC1,ASV_1061
ASV_1062,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,SP3-e08,uncultured bacterium,ASV_1062
ASV_1063,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium,NA,ASV_1063
ASV_1064,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus glycanilyticus,ASV_1064
ASV_1065,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA,ASV_1065
ASV_1066,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,uous_taxa,ASV_1066
ASV_1067,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidetes VC2.1 Bac22,metagenome,metagenome,metagenome,ASV_1067
ASV_1068,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA,ASV_1068
ASV_1069,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,uncultured bacterium,ASV_1069
ASV_1070,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA,ASV_1070
ASV_1071,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,NA,ASV_1071
ASV_1072,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,uncultured bacterium,ASV_1072
ASV_1073,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ramlibacter,NA,ASV_1073
ASV_1074,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Enteractinococcus,NA,ASV_1074
ASV_1075,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,ASV_1075
ASV_1076,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Siccationidurans metalli,ASV_1076
ASV_1077,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA,ASV_1077
ASV_1078,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA,ASV_1078
ASV_1079,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,NA,ASV_1079
ASV_1082,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,NA,ASV_1082
ASV_1083,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria Incertae Sedis,Unknown Family,Leptolyngbya EcFYyyy-00,NA,ASV_1083
ASV_1084,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,NA,ASV_1084
ASV_1086,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,uous_taxa,ASV_1086
ASV_1087,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Weeksella,uous_taxa,ASV_1087
ASV_1088,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,NA,NA,ASV_1088
ASV_1089,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,ASV_1089
ASV_1090,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-004,uncultured bacterium,ASV_1090
ASV_1091,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA,ASV_1091
